guid,geom,x,y,is_experience,image_name,route_id,dist_center,dist_bike_parking,n_bike_parking,highway_class,dist_est_biciq,n_est_biciq,dist_ciclovia,n_intersect,dist_intersect,n_busstops,dist_busstop,n_accidents,dist_accident,n_deadly_accidents,dist_deadly_accident,dist_brt_corr,n_zebra_crossings,dist_zebra_crossings,n_speedbumps,dist_speedbumps,n_traffic_signals,dist_traffic_signals,frac_green_areas,dist_green_area,n_parking,dist_parking,dist_oneway,n_shopss,dist_shop,land_use,n_education,dist_education,slope,elevation,pos_neg,tags
3223,0101000020E6100000832F9625ED9E53C03948A706982BC6BF,-78.4832242933899,-0.173205378769639,f,,C14-RO04,6122.460152786,211.254525206,0,residential,236.847602445,0,0.707331717,1,14.36689436,0,482.794514677,0,414.412919933,0,220.356700962,506.590241976,0,180.551487652,0,84.907853989,0,197.333357277,0,256.177391893,0,420.620550994,14.366991895,0,262.413623577,comercial,0,108.984161907,89.8991928100586,2774.99951171875,,
3224,0101000020E6100000BCD0221EED9E53C09C7546FD2D26C9BF,-78.483222517013,-0.19647765032725,f,,C14-RO04,4148.044999866,681.10098406,0,primary,167.968295609,0,172.191459082,3,8.822222524,1,34.58868179,0,1181.45910476,0,70.113446377,4.022052898,0,127.668259752,0,184.355414643,0,70.659736347,0,507.944536792,0,200.90162457,0.116448347,0,213.000981055,comercial,0,380.274669604,89.9882965087891,2776.17041015625,,
3225,0101000020E610000064CAE8E5EC9E53C0E70DE6688961C2BF,-78.4832091115327,-0.143601585598034,f,,C25-RO01,9091.011140669,964.812830361,0,trunk,2186.202211352,0,2161.576916265,1,38.954847351,0,120.487268583,0,406.197832462,0,126.148800619,1.260964469,0,169.165887637,0,265.408532267,0,120.487268583,0,70.409980787,0,845.734889868,11.855647661,1,47.515474299,comercial,0,91.012390919,89.9202194213867,2799.68115234375,,
3226,0101000020E610000072823ACFEC9E53C03824A12ED19FC3BF,-78.4832037040121,-0.153314731376925,f,,C06-RO01,8089.947514203,666.570148349,0,residential,1124.579753691,0,1103.042474406,2,36.393776918,0,141.049003265,0,645.97188337,0,346.164343863,147.663254835,0,68.24083341,0,76.087137178,0,526.220008557,0,101.055120368,0,1363.079520297,0.095427395,0,1052.74332434,res.medio consum,0,172.874154224,89.964714050293,2792.4208984375,,
3227,0101000020E6100000440442CFEC9E53C01E3BE022B37AC2BF,-78.4832037110037,-0.144369499234437,f,,C18-RO03,9011.400978836,927.757384252,0,primary,2101.663001667,0,2077.247171884,1,35.351207828,1,35.351207828,0,328.076065559,2,48.632061602,11.060600251,0,150.644037325,0,312.437980547,2,35.351207828,0,79.1468423,0,849.477928862,0.084166208,0,68.725444891,comercial,0,83.785399349,89.9207077026367,2799.15380859375,,
3228,0101000020E610000060F172A1EC9E53C0F75012839624C8BF,-78.4831927893151,-0.188616575240878,f,,C08-RO02,4751.816551341,99.520021647,0,primary,491.984332111,0,14.823842645,2,36.457145994,0,299.719673581,0,1353.509204985,1,46.779600622,291.858833435,1,42.955538356,0,660.526248645,0,60.562015243,0.333294543009007,12.980014067,0,124.080391155,0.14473163,0,146.765101416,sin dato,0,202.106055377,89.9733734130859,2769.16455078125,,
3229,0101000020E610000009334484EC9E53C05A2DDD8E7436C8BF,-78.483185831643,-0.18916184402256,f,,C09-RO05,4707.883427005,95.996095814,0,primary,511.765447089,0,33.316526341,3,18.621381712,0,291.385314388,0,1324.672594163,0,59.501025489,267.136498836,3,30.3042044,0,619.353367995,0,56.846393959,0.154280640723532,24.381734651,0,140.692298024,0.255797339,0,99.859747431,sin dato,0,145.068577138,89.9765701293945,2768.7236328125,,
3230,0101000020E6100000F62BA848EC9E53C0C85A89FE4621C8BF,-78.4831716196348,-0.188515543256207,f,,C06-RO01,4761.684435724,89.863688583,0,primary,491.483617507,0,15.214198322,2,28.38828276,0,300.164728716,0,1361.230667645,0,50.363564575,294.154336838,1,47.651330943,0,670.213356114,0,65.641847741,0.329063538368382,13.325953849,0,113.732133519,0.228113483,0,155.274312939,sin dato,0,212.195454883,89.9670028686523,2769.36083984375,,
3231,0101000020E6100000CBBF0B59EC9E53C074AEAD4E7B22C6BF,-78.4831755270708,-0.17292729703637,f,,C15-RO01,6151.640169435,196.421002186,0,residential,219.747843879,0,0.804954952,1,45.748315526,0,512.108370116,0,430.056427595,0,225.386926463,505.981518538,0,195.353453868,0,53.591311921,0,202.673679753,0,224.784436281,0,393.967278533,45.748413746,0,293.015232391,comercial,0,84.278387188,89.9502029418945,2775.00439453125,,
3232,0101000020E6100000743E7F4EEC9E53C09D7165592FD6C4BF,-78.4831730120293,-0.162786406183739,f,,C25-RO01,7137.263587797,348.363062655,0,primary,214.397650886,0,199.72501563,2,6.610745274,0,158.170094817,0,167.777551828,0,85.780645039,274.711740371,0,179.193095535,0,195.087989289,0,85.047048686,0,162.498245542,0,667.139330394,0.276196319,0,157.778278135,comercial,0,250.908283112,89.9489059448242,2780.24267578125,,
3233,0101000020E610000090F0D240EC9E53C03B45A103D2BDC4BF,-78.483169752117,-0.162042857906764,f,,C15-RO01,7211.321416912,395.738122758,0,primary,294.181696688,0,278.80111798,2,3.322441475,0,239.995252753,0,167.505176802,1,3.284277945,284.689231432,0,176.191166079,0,178.248056202,2,3.32228898,0,81.197882908,0,749.053727411,0.41576306,0,240.317360653,res.bajo consumo,0,272.068125075,89.9678497314453,2781.36669921875,,
3234,0101000020E6100000C3FAD720EC9E53C0A4440157FA1FC6BF,-78.4831621274162,-0.172850887759101,t,image_91,C15-RO01,6159.661853975,193.040907204,0,residential,215.613043779,0,0.831779126,0,54.373453127,0,516.685330171,0,434.653437728,0,227.509482534,505.814257964,0,200.092600608,1,45.005087655,0,204.960449538,0,216.15851984,0,386.76829285,54.373551393,0,301.452231964,comercial,0,78.333224031,89.9502029418945,2775.00439453125,-2,#sharedroad #poordesign #badpaint
3235,0101000020E6100000F0432B24EC9E53C08C57C8BE51D4C4BF,-78.4831629202379,-0.162729471355018,f,,C11-RO01,7143.420714154,352.475432727,0,primary,220.765247971,0,206.05310025,2,13.036771509,0,164.599521445,0,165.239874524,0,79.468193437,277.646070226,0,176.544357434,0,191.585441188,0,78.617501374,0,156.07080527,0,673.566613913,0.245727701,0,164.177557155,comercial,0,256.390939328,89.9489059448242,2780.24267578125,,
3236,0101000020E61000000B6CAFD1EB9E53C02815EA43EF3CC9BF,-78.4831432545763,-0.197172077332803,f,,C02-RO01,4106.535443634,733.691222751,0,secondary,206.283289293,0,203.316063404,3,24.524329938,0,107.665772122,0,1205.02489903,0,104.098058949,36.310452962,0,181.310156649,0,109.003046097,3,31.883167981,0,583.769586848,0,278.114020611,0.00907811,0,200.428194794,res.medio consum,0,303.335385067,89.9883880615234,2778.5693359375,,
3237,0101000020E61000005A0F58D6EB9E53C0BC949F09841CC8BF,-78.4831443653069,-0.188370232294948,f,,C06-RO02,4775.65021802,76.682793552,0,primary,490.885416613,0,15.425825823,2,16.100919067,0,301.907870098,0,1372.124411634,0,59.378340456,297.551144,0,58.028516966,0,683.999803481,0,75.66329283,0.327256439365709,13.473938062,0,99.168108522,1.3684e-05,0,168.284387031,sin dato,0,225.056220667,89.9670028686523,2769.36083984375,,
3238,0101000020E6100000741049D7EB9E53C05095C13CEED0C4BF,-78.4831445897597,-0.162626056352716,f,,C08-RO04,7154.605590718,360.118581603,0,primary,232.339921368,0,217.562494998,2,24.713540841,0,176.277795512,0,161.185262272,0,68.058514786,283.271593088,0,172.243709499,0,185.624519264,0,66.939035856,0,144.396644757,0,685.241080341,0.190385282,0,175.806698875,comercial,0,266.457797617,89.9489059448242,2780.24267578125,,
3239,0101000020E6100000C4BCDEB9EB9E53C0D9B31C55A2CFC4BF,-78.4831375765962,-0.162586490210201,f,,C02-RO03,7158.885294137,363.099616549,0,primary,236.771038957,0,221.970612614,2,29.181386235,0,180.745860934,0,159.832594114,0,63.718986201,285.520935457,0,170.780975307,0,183.489328252,0,62.470906104,0,139.930351126,0,689.707717795,0.169211512,0,180.257646743,comercial,0,270.343623408,89.9489059448242,2780.24267578125,,
3240,0101000020E6100000F9F6BAB6EB9E53C01CE305DA0E36C2BF,-78.4831368280246,-0.142274719673673,f,,C06-RO01,9231.974962939,1021.627207636,0,primary,2333.551004917,0,2308.736535055,0,93.809529938,0,99.073325389,0,543.897436179,0,91.239303955,13.562034283,0,265.600854177,0,150.689608763,0,87.865420091,0.118562455403507,30.612624991,0,868.380337089,1.178640278,0,178.136424872,industria,0,205.148498693,89.9771728515625,2801.3779296875,,
3241,0101000020E61000004BE2AB68EB9E53C055FACDF8CF16C6BF,-78.4831182173304,-0.172571178900358,f,,C15-RO03,6188.742593472,183.089835264,0,residential,202.404343173,0,1.492785703,0,64.691806669,0,511.460762284,0,451.973734026,0,237.242745673,504.640871494,0,219.828807149,1,13.912264797,0,215.52701662,0,184.684390174,0,360.693494978,61.539450346,0,310.787692115,comercial,0,62.746927399,89.9502029418945,2775.00439453125,,
3242,0101000020E6100000C7F20B63EB9E53C0EA8D7FABCECBC4BF,-78.4831168762858,-0.162469705333123,f,,C15-RO03,7171.518764168,372.072222009,0,primary,249.857778056,0,234.994996135,3,42.369202858,0,193.933986269,0,156.517175196,0,51.039869099,292.457543172,0,167.08681953,0,177.693341024,1,49.282619572,0,126.748233413,0,702.891719956,0.106714253,0,193.399851142,comercial,0,281.913820696,89.9641036987305,2780.74072265625,,
3243,0101000020E610000041FB2A79EB9E53C06A6EBCB8574DC2BF,-78.4831221503964,-0.142985310748247,f,,C06-RO04,9158.544106643,1007.478479094,0,trunk,2255.405277457,0,2230.780663201,2,16.903423897,0,175.011435757,0,467.57910588,0,169.861480797,1.094047564,0,202.353064542,0,217.424546063,0,166.418218696,0.0808693789482454,18.045540706,0,859.060985091,10.931639833,0,100.700600884,res.medio consum,0,133.011354963,89.9505386352539,2799.99975585938,,
3244,0101000020E610000088445741EB9E53C00098B1F063CCC7BF,-78.4831088402008,-0.185924999738916,t,image_84,C01-RO02,4982.33222432,119.227144487,0,service,512.460580015,0,23.86272139,1,45.21751879,0,458.777653533,0,1348.58501253,0,319.681557066,407.738746343,0,73.16547263,0,657.648424077,0,335.113126181,0.244983793140371,0.93717524,0,153.316784402,45.180086784,0,330.154741323,comercial,0,120.646923646,89.9819488525391,2771.66870117188,3,#park #BiciQ #LaCarolina
3245,0101000020E61000007873C62DEB9E53C072F750F40A29C9BF,-78.4831041753768,-0.196565026564652,f,,C18-RO01,4152.118295184,697.439947622,0,primary,182.987403393,0,186.631752434,3,4.259692472,1,40.037115437,0,1196.045191085,0,82.73466144,5.299421033,0,143.966581932,0,176.202902168,0,67.21605661,0,521.654966772,0,213.802424917,0.040066017,0,220.958673974,res.medio consum,0,370.966011269,89.9886245727539,2777.62353515625,,
3246,0101000020E61000003BF8231FEB9E53C0174815CE5B15C8BF,-78.483100686194,-0.18815181315091,f,,C04-RO02,4796.874740114,60.192229486,0,primary,491.319450661,0,16.041086897,2,8.667171298,0,305.896396813,0,1388.960429818,0,77.523316189,302.979849256,0,76.845778953,0,679.071478396,0,94.052515415,0.32092733731142,13.993333215,0,78.822148849,4.6e-08,0,188.741378035,sin dato,0,201.296989051,89.9670028686523,2769.36083984375,,
3247,0101000020E610000047777C0DEB9E53C0A48F00FBB513C6BF,-78.4830964770782,-0.172476527747787,f,,C04-RO02,6198.98679087,181.564795452,0,residential,199.549659655,0,0.963201454,0,53.909569406,0,510.858077692,0,458.857045542,0,242.117745553,504.994780788,0,226.648539032,1,5.330476584,0,220.740778881,0,173.896767288,0,352.424792388,53.909569406,0,299.991690545,comercial,0,59.583813929,89.9630432128906,2775.37060546875,,
3248,0101000020E61000001643160BEB9E53C050CCFF19687ABDBF,-78.4830959050563,-0.115149027202095,f,,C25-RO01,12105.655376777,827.149926225,0,secondary,5339.504100698,0,5312.14698598,2,46.282637474,0,401.669035827,0,618.064098513,0,197.885029415,411.572138188,0,284.678728984,0,284.075041827,0,1164.768878949,0,164.392173776,0,796.506567289,0.165833713,0,459.574706169,comercial,0,194.720878441,89.9955291748047,2833.07934570312,,
3249,0101000020E61000004A4A41E8EA9E53C04516BDB48E13C8BF,-78.4830876004791,-0.18809684586647,f,,C06-RO04,4802.377867383,57.173644581,0,primary,491.855622074,0,16.425246867,3,14.947175484,0,306.994025597,0,1393.431926945,0,82.544852,304.133330542,0,81.057999371,0,676.03679237,0,99.027048519,0.316554296893278,14.353211167,0,74.248444971,0.250511141,0,193.968974242,sin dato,0,195.243649609,89.9666748046875,2768.99780273438,,
3250,0101000020E61000004ADBC2D5EA9E53C0BCBD52AF665DC2BF,-78.4830831911942,-0.14347537575439,f,,C18-RO03,9109.09222549,983.823499132,0,primary,2201.983775781,0,2177.5493602,2,21.337751875,0,135.672413986,0,414.474649187,0,143.559459914,10.680704215,0,164.086950575,0,261.781090677,0,135.672413986,0,52.565507926,0,860.037313499,0.157366895,1,48.590941386,comercial,0,87.855533667,89.9238357543945,2799.66870117188,,
3251,0101000020E61000000CA0FADAEA9E53C0BC907D0C3944C2BF,-78.4830844352256,-0.142706996058342,f,,C25-RO01,9188.989877245,1027.548722385,0,trunk,2286.63522776,0,2262.008267813,1,45.391834791,0,143.83652027,0,496.022549693,0,138.756359094,1.190175875,0,222.939740516,0,194.621049697,0,135.297586291,0.140500701750792,18.181328968,0,866.653095308,10.662543922,0,129.802898403,res.medio consum,0,158.440594478,89.980712890625,2800.89501953125,,
3252,0101000020E61000007BBD1E98EA9E53C034169B757B0EC6BF,-78.4830684948155,-0.172316963600836,f,,C14-RO04,6215.760048857,179.49700405,0,residential,195.098280236,0,1.019217743,1,35.897042961,0,509.420829244,0,469.950348839,0,250.261696991,504.645493625,0,239.344133813,1,16.216891912,0,229.511587073,0,155.883542016,0,338.331918346,35.897042961,0,282.032529548,comercial,0,59.446034435,89.9246978759766,2775.00024414062,,
3253,0101000020E6100000B1294773EA9E53C0117CA51F6676C4BF,-78.4830597109747,-0.159863248302799,f,,C15-RO03,7434.308161668,529.041671313,0,primary,470.032916952,0,453.414575472,1,35.525872542,0,97.806825417,0,258.640003905,0,239.633929971,263.524645737,0,317.20200281,0,98.816432327,0,239.441876952,0,140.957958165,0,991.102207865,0.162049965,0,482.987817577,comercial,0,251.185716197,89.9683380126953,2784.22973632812,,
3254,0101000020E61000008FE21A4BEA9E53C05B887C4BF1CBC8BF,-78.4830501329945,-0.193723832949277,f,,C18-RO04,4362.434717713,482.738111566,0,secondary,327.438391083,0,337.953067656,1,3.022056056,0,265.219169132,0,1190.414754367,0,241.87783311,121.432368434,3,10.276577387,0,488.901533622,2,3.022056056,0,242.74238485,0,130.820888294,0.251984753,0,447.416273223,res.medio consum,0,337.89204382,89.9657745361328,2770.39453125,,
3255,0101000020E610000008E44017EA9E53C078D20021DB0AC8BF,-78.483037770624,-0.18783129798398,f,,C16-RO03,4827.993488859,44.556033115,1,primary,494.077185757,0,26.972122329,3,16.781983781,0,315.314676534,0,1413.978552236,0,109.009122027,311.850139847,0,104.917994147,0,663.471222725,0,125.122236525,0.313242809068217,14.62627757,0,55.752314485,7.4e-08,0,220.403945346,sin dato,0,167.033986503,89.9666748046875,2768.99780273438,,
3256,0101000020E6100000B68E67DEE99E53C0B53AD9231217CABF,-78.4830242167762,-0.20382906675737,f,,C02-RO01,3704.852915886,866.685410351,0,secondary,706.286175672,0,280.75361552,9,2.747700681,0,435.39116493,0,1558.79440391,0,423.616632744,408.923909719,0,176.965950812,0,344.513800023,0,414.891235647,0,280.259517956,0,542.408712576,0.101244456,0,127.71162612,comercial,0,177.716433441,89.9930801391602,2814.0283203125,,
3257,0101000020E61000004DA912D1E99E53C069ED2DC88607C8BF,-78.483021038269,-0.187729690307474,f,,C08-RO02,4837.634820087,36.867231337,1,primary,495.147641816,0,25.574146183,2,5.348409464,0,319.411610194,0,1421.712843084,0,119.63481436,315.149114685,0,98.06718484,0,659.216087115,0,135.600427051,0.315073772445127,14.475234658,0,51.39757385,0.350549056,0,230.817942215,sin dato,0,156.566063839,89.9618911743164,2769.3681640625,,
3258,0101000020E6100000B65B73CAE99E53C0E7E94DDE5105C6BF,-78.483019459395,-0.172037347361609,f,,C15-RO01,6245.169749008,180.210740776,0,residential,191.180422017,0,1.117379171,1,4.351934911,0,508.433839601,0,490.381547277,0,266.876097985,504.31799475,0,263.092799336,1,47.319226707,0,247.307286225,0,124.317810454,0,314.602318534,4.351934911,0,250.580157859,comercial,0,71.205006544,89.9380416870117,2775.279296875,,
3259,0101000020E61000007F5973C5E99E53C00279F6D2B818C2BF,-78.483018267294,-0.141379454621479,f,,C06-RO01,9329.893004728,1040.208095474,0,primary,2433.967993172,0,2409.14994783,1,42.308975464,1,22.274097366,0,460.892023923,2,9.267068959,14.175136852,0,334.990040699,0,103.133406853,4,11.551877607,0.0492608073537445,31.915762631,0,904.62130481,1.120474923,0,275.615121137,res.medio consum,0,297.664428823,89.9887542724609,2803.96826171875,,
3260,0101000020E61000006523EEAAE99E53C0282869DE0FB9C4BF,-78.4830119443482,-0.161897643660553,f,,C25-RO01,7233.607172795,419.556593343,0,primary,314.190530584,0,299.116375674,2,15.39027459,0,258.605664847,0,155.793240876,1,22.749875078,299.852788398,0,163.424512603,0,161.924486246,2,15.39027459,0,62.122006638,0,767.534342145,0.114543303,0,257.889294249,comercial,0,248.952797557,89.9632720947266,2781.123046875,,
3261,0101000020E610000041C0C5B4E99E53C0996F39BCA7A0C4BF,-78.4830142909205,-0.161152808100152,f,,C15-RO01,7307.659946096,476.795402687,0,primary,376.288995442,0,364.245125719,0,61.276081969,0,229.313946611,0,201.87976457,0,97.615520504,288.220014814,0,205.492295019,0,191.094096373,0,97.167446341,0.162382760786112,11.75410538,0,849.450071945,0.12438359,0,340.263997408,comercial,0,223.065139009,89.9633560180664,2782.328125,,
3262,0101000020E610000031754781E99E53C0A077928A3604C8BF,-78.4830020139532,-0.187628572141816,f,,C06-RO01,4847.413671744,31.799977166,1,primary,496.736553426,0,21.935257103,2,6.119719642,0,323.618638371,0,1429.679020325,0,130.303870647,318.195273346,0,86.979312571,0,654.893815651,0,146.119720141,0.313747323699822,14.58464226,1,49.629841441,0.372509959,0,241.213502462,sin dato,0,146.140011476,89.9618911743164,2769.3681640625,,
3263,0101000020E61000003FE9208AE99E53C072252BD316CDC7BF,-78.483004123821,-0.185946324453009,f,,C06-RO02,4988.07223983,123.317417902,0,service,512.371504097,0,12.196306616,2,33.33466791,0,449.474656867,0,1354.397919053,0,316.303443137,396.007071776,0,63.06672944,0,645.831011054,0,331.517430959,0.236544367789491,1.232719392,0,155.348188839,33.306278364,0,321.678908791,comercial,0,109.949271461,89.9770965576172,2770.84228515625,,
3264,0101000020E6100000B3BCFD89E99E53C09984F7987383C4BF,-78.4830040910627,-0.160261583033422,f,,C15-RO01,7397.144163382,540.901432566,0,primary,441.440966713,0,426.043342665,0,52.220167688,0,138.072790894,0,278.407711964,0,195.94396558,275.73361653,0,279.959739179,0,117.887709346,0,195.664844134,0,98.544121649,0,947.851040277,0.351218211,0,439.149174124,comercial,0,229.191328268,89.9679641723633,2783.55908203125,,
3265,0101000020E6100000C2126893E99E53C0C2F185920130C2BF,-78.4830063358632,-0.142090031189481,f,,C06-RO04,9256.286229987,1036.46890159,0,trunk,2355.784989079,0,2331.143993664,0,106.568514425,0,75.052684834,0,527.390473867,0,70.164340312,2.009841301,0,276.08471406,0,144.317521311,0,66.64498756,0.156916765548478,19.088804833,0,886.579251118,10.673526426,0,196.706342178,res.medio consum,0,220.356193894,89.9857482910156,2803.107421875,,
3266,0101000020E61000005138CD9FE99E53C0913C38DB0C16C2BF,-78.4830092910863,-0.14129791931234,f,,C06-RO04,9338.743236812,1042.163309463,0,primary,2443.087752064,0,2418.266515362,1,33.18850382,1,25.642944368,0,452.860489833,2,18.333997496,14.43160584,0,329.524662211,0,102.459874009,4,17.100475766,0.0325298650444319,35.034258983,0,908.208170958,0.784118664,0,284.605905444,res.medio consum,0,289.827732194,89.9907684326172,2805.45068359375,,
3267,0101000020E6100000CF4F777AE99E53C0931DCB6CB014CBBF,-78.4830003895906,-0.211568883058345,f,,C16-RO01,3372.447505909,754.039899221,0,secondary,882.825326531,0,636.80447997,1,41.065519718,0,743.300516231,0,2043.120251448,0,439.135155782,1062.087149861,0,206.111635363,0,216.821531719,0,1105.991711599,0,198.892123436,0,728.356707994,57.186951237,0,287.876460571,res.bajo consumo,0,209.540811515,89.9916229248047,2810.97534179688,,
3268,0101000020E6100000EBB35D68E99E53C0C1661E32DB91C6BF,-78.482996074206,-0.176326179000901,f,,C15-RO03,5843.89716937,169.87652326,0,footway,82.859281461,0,0.904131807,4,25.968100402,0,285.503610316,0,472.81190411,0,294.789421737,570.341090905,0,90.842976835,0,121.768238743,0,222.521447886,0.0728335862249172,37.406875302,0,441.203033045,11.252900831,0,168.352888351,sin dato,0,93.148984585,89.9204025268555,2775.22265625,,
3269,0101000020E6100000DA0E1D7BE99E53C05D21475C39B7C4BF,-78.4830005439539,-0.161841554696603,f,,C11-RO01,7239.752482439,424.550898094,0,primary,320.538626389,0,305.451714831,2,21.754465561,0,264.968807358,0,157.048237961,1,27.714096675,300.251909926,0,164.320223668,0,161.571363552,2,21.754465561,0,55.76187355,0,773.891472987,0.10972452,0,264.23167222,comercial,0,244.97751253,89.9632720947266,2781.123046875,,
3270,0101000020E61000008B790E7AE99E53C045DDFE3DCB79C4BF,-78.4830002919536,-0.159966855307838,f,,C02-RO03,7426.810961775,536.758334598,0,primary,465.661233996,0,449.461322889,1,48.806396011,0,110.939401553,0,258.976300873,0,228.613129887,271.651292657,0,307.636339991,0,97.873850396,0,228.357569459,0,130.840564277,0,980.429164944,0.138625126,0,471.87400975,comercial,0,240.304939193,89.9683380126953,2784.22973632812,,
3271,0101000020E610000022E0A456E99E53C0E0F1C1AA8221C9BF,-78.4829918489563,-0.196335156800969,f,,C22-RO05,4177.934250285,694.185136252,0,primary,190.895054031,0,196.10426663,3,12.074768966,2,16.723214615,0,1204.355130581,0,98.335044161,6.031421641,0,139.353885685,0,203.55118702,0,95.589099688,0,502.685209538,0,193.982099603,0.302618167,0,243.0341729,res.medio consum,0,397.262035749,89.9909210205078,2778.10180664062,,
3272,0101000020E61000008A8FC74AE99E53C0AB34AB002E91C6BF,-78.4829890202365,-0.176305532766866,f,,C04-RO02,5846.243010868,171.013973394,0,footway,82.496298948,0,1.310595375,4,24.582849816,0,286.792311276,0,472.453059905,0,295.541379664,570.069387449,0,92.068929204,0,119.354532552,0,222.064261508,0.0535984164424654,39.810215857,0,442.655094227,10.241499037,0,167.523105983,sin dato,0,90.905343109,89.9204025268555,2775.22265625,,
3273,0101000020E610000075884A48E99E53C096ADF7E7A50CC5BF,-78.4829884269582,-0.164448488488557,f,,C04-RO01,6982.289378363,181.253061525,0,secondary,89.271837099,0,79.845257899,0,53.26258109,1,29.580829757,0,266.968038962,0,171.081773285,303.322222021,0,277.444405106,0,307.16781488,0,264.678664813,0,140.813582174,0,489.732007771,29.155111767,1,42.621976264,res.medio consum,0,87.212061748,89.9533004760742,2778.74169921875,,
3274,0101000020E61000009442B322E99E53C0FF419563D3B3C4BF,-78.4829794645869,-0.161737846016436,f,,C08-RO04,7251.116175628,433.879863624,0,primary,332.277913718,0,317.168836716,2,33.522027087,0,276.734424284,0,160.010836746,1,38.008487623,300.989886977,0,166.605251801,0,161.578027929,2,33.522027087,0.0107559187076913,44.005172313,0,785.646136538,0.100814552,0,275.961413924,comercial,0,237.900841345,89.9632720947266,2781.123046875,,
3275,0101000020E6100000D598DB29E99E53C0456009ECE27AC4BF,-78.4829811710836,-0.160000195743807,f,,C08-RO04,7424.401826728,539.287610269,0,primary,464.326476981,0,448.265450002,0,53.080050819,0,115.17265242,0,259.229170387,0,225.118557888,274.266424231,0,303.362656689,0,97.952298097,0,224.841296782,0,127.584816043,0,977.008207627,0.131087093,0,468.321624221,comercial,0,236.855608597,89.9683380126953,2784.22973632812,,
3276,0101000020E6100000D537941FE99E53C0889F84B774FFC7BF,-78.4829787204211,-0.187483396156719,f,,C06-RO02,4861.168051225,30.688978876,1,primary,499.020386776,0,22.641009015,2,22.465946034,0,330.621146998,0,1440.827854493,0,145.884196031,322.970075733,0,71.475668108,0,649.431254812,0,161.515293646,0.317179835564769,14.301676624,0,51.173556841,0.758256066,0,256.38725097,sin dato,0,131.748141585,89.9618911743164,2769.3681640625,,
3277,0101000020E61000005CF89D01E99E53C04D9038DB8DB2C4BF,-78.482971576946,-0.161699039498787,f,,C02-RO03,7255.368661563,437.400890722,0,primary,336.671121093,0,321.554189734,2,37.925324948,0,281.13701862,0,161.326240013,1,42.059684603,301.266028955,0,167.664746516,0,161.800714453,2,37.925324948,0.0259344285285291,39.607636772,0,790.044687356,0.097480545,0,280.351357318,comercial,0,235.34942724,89.9636459350586,2781.7373046875,,
3278,0101000020E6100000745FEE02E99E53C066F874DFDA26C2BF,-78.4829718902454,-0.141810759649107,f,,C25-RO01,9286.721980551,1041.567008872,0,trunk,2387.072700539,0,2362.424151114,0,81.248680308,1,44.331354412,0,498.58519867,1,39.738388048,2.480693579,0,302.319114498,0,127.408352021,4,36.179052736,0.150917864939791,19.599387187,0,897.109154301,10.778480277,0,227.438211368,res.medio consum,0,249.655911015,89.9857482910156,2803.107421875,,
3279,0101000020E61000000E5A9CF6E89E53C080F021B2F417CABF,-78.4829689528344,-0.20385607431297,f,,C09-RO01,3708.756950291,869.656524193,0,secondary,713.040045519,0,283.564126163,9,9.573895607,0,442.188164729,0,1565.422585894,0,419.1338337,415.545270789,0,174.329365158,0,338.486266197,0,421.730380684,0,273.498720916,0,549.080546597,0.018638457,0,134.524051287,comercial,0,171.495794406,89.9930801391602,2814.0283203125,,
3280,0101000020E6100000EF40A6EAE89E53C09F18083D2727C8BF,-78.4829661010333,-0.188694863129233,f,,C16-RO03,4762.527131493,117.861648263,0,primary,518.588501891,0,41.150575513,3,29.605703084,0,273.217590666,0,1371.042711344,1,20.294817918,265.268617487,5,17.345966077,0,672.432552565,1,35.334816239,0.0554374655190832,39.322998541,0,139.939061266,5.3278e-05,0,127.201825695,sin dato,0,187.488458732,89.9738082885742,2768.3115234375,,
3281,0101000020E61000006B962BCBE89E53C01B0D025C3EE9C9BF,-78.4829585958156,-0.202430529523647,f,,C02-RO01,3789.379116897,920.728129291,0,secondary,684.840308554,0,386.495878036,0,82.463971457,0,383.499465289,0,1468.827821399,0,400.520626371,326.872983632,0,180.382359145,0,448.179290741,0,379.17455929,0,385.966404024,0,536.176377684,0.097438783,0,69.795771974,res.bajo consumo,0,168.79981446,89.9921035766602,2807.42504882812,,
3282,0101000020E61000001D7DFCCEE89E53C06BE017955ADCC1BF,-78.4829595056257,-0.139537165450523,f,,C25-RO01,9524.52511077,1084.515240852,0,secondary,2638.07410574,0,2612.979189968,1,24.242629028,0,118.743707218,0,308.301880322,0,118.268255428,35.836499934,0,136.277781668,0,78.766863051,0,113.815481715,0,51.912738464,0,988.745161689,22.508238969,0,480.050873864,res.medio consum,0,130.390183682,89.9903945922852,2813.39111328125,,
3283,0101000020E6100000528E94B6E89E53C0BCEE30820CFCC7BF,-78.4829536867849,-0.18737942082395,f,,C01-RO02,4871.646736613,35.803613299,1,primary,501.906054012,0,25.845511255,2,34.328217529,0,335.300048505,0,1449.639101957,0,157.039669633,325.555041685,0,60.138306189,0,644.827238804,0,172.517727894,0.308560890395457,15.013164892,0,56.192839117,0.121422057,0,267.161950161,sin dato,0,121.12741247,89.9618911743164,2769.3681640625,,
